抽せん日,予測番号,当選本数字,一致数,等級,信頼度,出力元,予測番号インデックス
1995-07-07,"[1, 2, 5]","[5, 1, 2]",3,ボックス,1.0195,BaseModel,予測2
1995-07-07,"[0, 1, 2]","[5, 1, 2]",2,ミニ,0.9446,BaseModel,予測3
1995-07-07,"[0, 4, 6]","[5, 1, 2]",0,はずれ,0.9422,BaseModel,予測4
1995-07-07,"[1, 2, 8]","[5, 1, 2]",2,はずれ,0.9411,BaseModel,予測5
1995-07-11,"[7, 8, 9]","[5, 1, 2]",0,はずれ,0.9455,BaseModel,予測1
1995-07-11,"[4, 7, 8]","[5, 1, 2]",0,はずれ,0.953,BaseModel,予測2
1995-07-11,"[0, 6, 9]","[5, 1, 2]",0,はずれ,0.9438,BaseModel,予測3
1995-07-11,"[3, 4, 6]","[5, 1, 2]",0,はずれ,0.9421,BaseModel,予測4
1995-07-11,"[0, 1, 9]","[5, 1, 2]",1,はずれ,0.9402,BaseModel,予測5
1995-07-14,"[7, 8, 9]","[7, 5, 0]",1,はずれ,0.9455,BaseModel,予測1
1995-07-14,"[0, 5, 7]","[7, 5, 0]",3,ボックス,1.0183,BaseModel,予測2
1995-07-14,"[4, 7, 8]","[7, 5, 0]",1,はずれ,0.953,BaseModel,予測3
1995-07-14,"[3, 7, 9]","[7, 5, 0]",1,はずれ,0.9447,BaseModel,予測4
1995-07-14,"[3, 6, 8]","[7, 5, 0]",0,はずれ,0.9435,BaseModel,予測5
1995-07-18,"[1, 4, 9]","[9, 0, 2]",1,はずれ,0.9445,BaseModel,予測1
1995-07-18,"[0, 2, 9]","[9, 0, 2]",3,ボックス,1.0253,BaseModel,予測2
1995-07-18,"[2, 3, 9]","[9, 0, 2]",2,はずれ,0.9467,BaseModel,予測3
1995-07-18,"[0, 1, 2]","[9, 0, 2]",2,はずれ,0.9451,BaseModel,予測4
1995-07-18,"[3, 7, 9]","[9, 0, 2]",1,はずれ,0.9406,BaseModel,予測5
1995-07-21,"[5, 7, 8]","[9, 6, 3]",0,はずれ,0.9534,BaseModel,予測1
1995-07-21,"[3, 6, 9]","[9, 6, 3]",3,ボックス,1.0173,BaseModel,予測2
1995-07-21,"[0, 1, 2]","[9, 6, 3]",0,はずれ,0.9453,BaseModel,予測3
1995-07-21,"[2, 8, 9]","[9, 6, 3]",1,はずれ,0.9428,BaseModel,予測4
1995-07-21,"[0, 6, 8]","[9, 6, 3]",1,はずれ,0.9396,BaseModel,予測5
1995-07-25,"[2, 5, 8]","[6, 6, 1]",0,はずれ,0.947,BaseModel,予測1
1995-07-25,"[1, 6, 6]","[6, 6, 1]",2,ボックス,1.0113,BaseModel,予測2
1995-07-25,"[0, 2, 5]","[6, 6, 1]",0,はずれ,0.9549,BaseModel,予測3
1995-07-25,"[1, 2, 7]","[6, 6, 1]",1,はずれ,0.9453,BaseModel,予測4
1995-07-25,"[4, 5, 9]","[6, 6, 1]",0,はずれ,0.941,BaseModel,予測5
1995-07-28,"[5, 7, 8]","[8, 7, 9]",2,はずれ,0.945,BaseModel,予測1
1995-07-28,"[7, 8, 9]","[8, 7, 9]",3,ボックス,1.0235,BaseModel,予測2
1995-07-28,"[0, 2, 5]","[8, 7, 9]",0,はずれ,0.9549,BaseModel,予測3
1995-07-28,"[2, 3, 9]","[8, 7, 9]",1,はずれ,0.9471,BaseModel,予測4
1995-07-28,"[0, 1, 2]","[8, 7, 9]",0,はずれ,0.9454,BaseModel,予測5
1995-08-01,"[0, 1, 4]","[4, 5, 2]",1,はずれ,0.9439,BaseModel,予測1
1995-08-01,"[2, 4, 5]","[4, 5, 2]",3,ボックス,1.0233,BaseModel,予測2
1995-08-01,"[2, 3, 5]","[4, 5, 2]",2,はずれ,0.9456,BaseModel,予測3
1995-08-01,"[1, 5, 6]","[4, 5, 2]",1,はずれ,0.9434,BaseModel,予測4
1995-08-01,"[3, 8, 9]","[4, 5, 2]",0,はずれ,0.9416,BaseModel,予測5
1995-08-04,"[3, 6, 8]","[1, 7, 4]",0,はずれ,0.9398,BaseModel,予測1
1995-08-04,"[1, 4, 7]","[1, 7, 4]",3,ボックス,1.0183,BaseModel,予測2
1995-08-04,"[0, 7, 8]","[1, 7, 4]",1,はずれ,0.9535,BaseModel,予測3
1995-08-04,"[6, 7, 9]","[1, 7, 4]",1,はずれ,0.9447,BaseModel,予測4
1995-08-04,"[0, 6, 7]","[1, 7, 4]",1,はずれ,0.9437,BaseModel,予測5
1995-08-08,"[3, 6, 8]","[2, 8, 3]",2,はずれ,0.944,BaseModel,予測1
1995-08-08,"[2, 3, 8]","[2, 8, 3]",3,ボックス,1.0253,BaseModel,予測2
1995-08-08,"[5, 6, 9]","[2, 8, 3]",0,はずれ,0.9448,BaseModel,予測3
1995-08-08,"[0, 3, 5]","[2, 8, 3]",1,はずれ,0.9444,BaseModel,予測4
1995-08-08,"[0, 2, 9]","[2, 8, 3]",1,はずれ,0.9426,BaseModel,予測5
1995-08-11,"[4, 6, 7]","[2, 3, 8]",0,はずれ,0.9438,BaseModel,予測1
1995-08-11,"[2, 3, 8]","[2, 3, 8]",3,ストレート,1.0263,BaseModel,予測2
1995-08-11,"[4, 5, 7]","[2, 3, 8]",0,はずれ,0.9532,BaseModel,予測3
1995-08-11,"[3, 5, 8]","[2, 3, 8]",2,はずれ,0.941,BaseModel,予測4
1995-08-11,"[3, 6, 9]","[2, 3, 8]",1,はずれ,0.9403,BaseModel,予測5
1995-08-15,"[4, 5, 7]","[9, 7, 2]",1,はずれ,0.9532,BaseModel,予測1
1995-08-15,"[0, 4, 9]","[9, 7, 2]",1,はずれ,0.9454,BaseModel,予測2
1995-08-15,"[5, 6, 7]","[9, 7, 2]",1,はずれ,0.944,BaseModel,予測3
1995-08-15,"[3, 7, 8]","[9, 7, 2]",1,はずれ,0.9412,BaseModel,予測4
1995-08-15,"[1, 3, 7]","[9, 7, 2]",1,はずれ,0.9402,BaseModel,予測5
1995-08-18,"[3, 4, 6]","[2, 4, 1]",1,はずれ,0.9436,BaseModel,予測1
1995-08-18,"[4, 5, 8]","[2, 4, 1]",1,はずれ,0.9545,BaseModel,予測2
1995-08-18,"[1, 3, 8]","[2, 4, 1]",1,はずれ,0.945,BaseModel,予測3
1995-08-18,"[2, 4, 5]","[2, 4, 1]",2,はずれ,0.9421,BaseModel,予測4
1995-08-18,"[2, 3, 5]","[2, 4, 1]",1,はずれ,0.9421,BaseModel,予測5
1995-08-22,"[0, 3, 6]","[3, 1, 0]",2,はずれ,0.9436,BaseModel,予測1
1995-08-22,"[0, 1, 3]","[3, 1, 0]",3,ボックス,1.0185,BaseModel,予測2
1995-08-22,"[5, 7, 8]","[3, 1, 0]",0,はずれ,0.9548,BaseModel,予測3
1995-08-22,"[5, 8, 9]","[3, 1, 0]",0,はずれ,0.9472,BaseModel,予測4
1995-08-22,"[0, 8, 9]","[3, 1, 0]",1,はずれ,0.947,BaseModel,予測5
1995-08-25,"[5, 8, 9]","[8, 8, 2]",1,はずれ,0.9472,BaseModel,予測1
1995-08-25,"[2, 4, 5]","[8, 8, 2]",1,はずれ,0.9556,BaseModel,予測2
1995-08-25,"[0, 1, 2]","[8, 8, 2]",1,はずれ,0.947,BaseModel,予測3
1995-08-25,"[0, 1, 3]","[8, 8, 2]",0,はずれ,0.9446,BaseModel,予測4
1995-08-25,"[4, 6, 8]","[8, 8, 2]",1,はずれ,0.9445,BaseModel,予測5
1995-08-29,"[0, 3, 6]","[2, 6, 9]",1,はずれ,0.9438,BaseModel,予測1
1995-08-29,"[2, 6, 9]","[2, 6, 9]",3,ストレート,1.0264,BaseModel,予測2
1995-08-29,"[4, 5, 7]","[2, 6, 9]",0,はずれ,0.9534,BaseModel,予測3
1995-08-29,"[1, 5, 7]","[2, 6, 9]",0,はずれ,0.9449,BaseModel,予測4
1995-08-29,"[1, 3, 6]","[2, 6, 9]",1,はずれ,0.9437,BaseModel,予測5
1995-09-01,"[3, 4, 6]","[1, 4, 4]",1,はずれ,0.9397,BaseModel,予測1
1995-09-01,"[4, 5, 7]","[1, 4, 4]",1,はずれ,0.9534,BaseModel,予測2
1995-09-01,"[0, 1, 2]","[1, 4, 4]",1,はずれ,0.9472,BaseModel,予測3
1995-09-01,"[5, 7, 8]","[1, 4, 4]",0,はずれ,0.9459,BaseModel,予測4
1995-09-01,"[3, 4, 5]","[1, 4, 4]",1,はずれ,0.9448,BaseModel,予測5
1995-09-05,"[0, 2, 8]","[1, 7, 4]",0,はずれ,0.9482,BaseModel,予測1
1995-09-05,"[1, 4, 7]","[1, 7, 4]",3,ボックス,1.0214,BaseModel,予測2
1995-09-05,"[2, 5, 7]","[1, 7, 4]",1,はずれ,0.9567,BaseModel,予測3
1995-09-05,"[0, 1, 2]","[1, 7, 4]",1,はずれ,0.9473,BaseModel,予測4
1995-09-05,"[6, 8, 9]","[1, 7, 4]",0,はずれ,0.9459,BaseModel,予測5
1995-09-08,"[2, 3, 6]","[8, 8, 2]",1,はずれ,0.9458,BaseModel,予測1
1995-09-08,"[2, 8, 9]","[8, 8, 2]",2,はずれ,0.9591,BaseModel,予測2
1995-09-08,"[5, 8, 9]","[8, 8, 2]",1,はずれ,0.9475,BaseModel,予測3
1995-09-08,"[3, 5, 8]","[8, 8, 2]",1,はずれ,0.9457,BaseModel,予測4
1995-09-08,"[1, 2, 8]","[8, 8, 2]",2,はずれ,0.9441,BaseModel,予測5
1995-09-12,"[1, 4, 7]","[3, 0, 7]",1,はずれ,0.9545,BaseModel,予測1
1995-09-12,"[0, 3, 7]","[3, 0, 7]",3,ボックス,1.0213,BaseModel,予測2
1995-09-12,"[0, 1, 2]","[3, 0, 7]",1,はずれ,0.9475,BaseModel,予測3
1995-09-12,"[0, 2, 9]","[3, 0, 7]",1,はずれ,0.9443,BaseModel,予測4
1995-09-12,"[1, 3, 6]","[3, 0, 7]",1,はずれ,0.944,BaseModel,予測5
1995-09-15,"[2, 5, 9]","[8, 6, 4]",0,はずれ,0.9486,BaseModel,予測1
1995-09-15,"[4, 6, 8]","[8, 6, 4]",3,ボックス,1.0223,BaseModel,予測2
1995-09-15,"[1, 2, 4]","[8, 6, 4]",1,はずれ,0.9569,BaseModel,予測3
1995-09-15,"[0, 1, 2]","[8, 6, 4]",0,はずれ,0.9476,BaseModel,予測4
1995-09-15,"[1, 5, 9]","[8, 6, 4]",0,はずれ,0.9467,BaseModel,予測5
1995-09-19,"[2, 7, 9]","[3, 7, 0]",1,はずれ,0.9489,BaseModel,予測1
1995-09-19,"[1, 2, 7]","[3, 7, 0]",1,はずれ,0.957,BaseModel,予測2
1995-09-19,"[0, 1, 2]","[3, 7, 0]",1,はずれ,0.9476,BaseModel,予測3
1995-09-19,"[3, 7, 9]","[3, 7, 0]",2,はずれ,0.947,BaseModel,予測4
1995-09-19,"[0, 6, 7]","[3, 7, 0]",2,はずれ,0.9403,BaseModel,予測5
1995-09-22,"[2, 4, 5]","[7, 3, 9]",0,はずれ,0.9479,BaseModel,予測1
1995-09-22,"[3, 7, 9]","[7, 3, 9]",3,ボックス,1.0263,BaseModel,予測2
1995-09-22,"[2, 4, 8]","[7, 3, 9]",0,はずれ,0.9588,BaseModel,予測3
1995-09-22,"[0, 1, 2]","[7, 3, 9]",0,はずれ,0.9477,BaseModel,予測4
1995-09-22,"[1, 5, 8]","[7, 3, 9]",0,はずれ,0.9468,BaseModel,予測5
1995-09-26,"[1, 2, 4]","[6, 9, 7]",0,はずれ,0.9479,BaseModel,予測1
1995-09-26,"[6, 7, 9]","[6, 9, 7]",3,ボックス,1.0235,BaseModel,予測2
1995-09-26,"[2, 4, 8]","[6, 9, 7]",0,はずれ,0.9588,BaseModel,予測3
1995-09-26,"[0, 1, 2]","[6, 9, 7]",0,はずれ,0.9477,BaseModel,予測4
1995-09-26,"[0, 2, 3]","[6, 9, 7]",0,はずれ,0.943,BaseModel,予測5
1995-09-29,"[2, 3, 8]","[6, 8, 9]",1,はずれ,0.9489,BaseModel,予測1
1995-09-29,"[6, 8, 9]","[6, 8, 9]",3,ストレート,1.0264,BaseModel,予測2
1995-09-29,"[1, 3, 8]","[6, 8, 9]",1,はずれ,0.947,BaseModel,予測3
1995-09-29,"[0, 3, 5]","[6, 8, 9]",0,はずれ,0.9453,BaseModel,予測4
1995-09-29,"[3, 4, 8]","[6, 8, 9]",1,はずれ,0.9424,BaseModel,予測5
1995-10-03,"[1, 2, 4]","[1, 6, 8]",1,はずれ,0.9479,BaseModel,予測1
1995-10-03,"[2, 3, 4]","[1, 6, 8]",0,はずれ,0.9572,BaseModel,予測2
1995-10-03,"[0, 2, 7]","[1, 6, 8]",0,はずれ,0.9483,BaseModel,予測3
1995-10-03,"[2, 7, 9]","[1, 6, 8]",0,はずれ,0.9453,BaseModel,予測4
1995-10-06,"[0, 2, 5]","[9, 5, 7]",1,はずれ,0.9477,BaseModel,予測1
1995-10-06,"[2, 3, 4]","[9, 5, 7]",0,はずれ,0.9572,BaseModel,予測2
1995-10-06,"[2, 3, 7]","[9, 5, 7]",1,はずれ,0.9484,BaseModel,予測3
1995-10-06,"[1, 2, 9]","[9, 5, 7]",1,はずれ,0.9448,BaseModel,予測4
1995-10-06,"[1, 3, 9]","[9, 5, 7]",1,はずれ,0.9424,BaseModel,予測5
1995-10-10,"[0, 1, 4]","[9, 1, 0]",2,はずれ,0.9455,BaseModel,予測1
1995-10-10,"[0, 1, 9]","[9, 1, 0]",3,ボックス,1.0264,BaseModel,予測2
1995-10-10,"[0, 2, 3]","[9, 1, 0]",1,はずれ,0.9479,BaseModel,予測3
1995-10-10,"[4, 6, 8]","[9, 1, 0]",0,はずれ,0.9468,BaseModel,予測4
1995-10-10,"[1, 3, 8]","[9, 1, 0]",1,はずれ,0.9424,BaseModel,予測5
1995-10-13,"[2, 4, 5]","[9, 3, 3]",0,はずれ,0.948,BaseModel,予測1
1995-10-13,"[2, 6, 8]","[9, 3, 3]",0,はずれ,0.9484,BaseModel,予測2
1995-10-13,"[2, 3, 4]","[9, 3, 3]",1,はずれ,0.9481,BaseModel,予測3
1995-10-13,"[3, 5, 8]","[9, 3, 3]",1,はずれ,0.9473,BaseModel,予測4
1995-10-13,"[5, 6, 8]","[9, 3, 3]",0,はずれ,0.9459,BaseModel,予測5
1995-10-17,"[1, 4, 7]","[3, 0, 6]",0,はずれ,0.9469,BaseModel,予測1
1995-10-17,"[0, 3, 6]","[3, 0, 6]",3,ボックス,1.0214,BaseModel,予測2
1995-10-17,"[2, 4, 7]","[3, 0, 6]",0,はずれ,0.9577,BaseModel,予測3
1995-10-17,"[1, 2, 8]","[3, 0, 6]",0,はずれ,0.9491,BaseModel,予測4
1995-10-17,"[1, 7, 8]","[3, 0, 6]",0,はずれ,0.9479,BaseModel,予測5
1995-10-20,"[5, 8, 9]","[9, 4, 4]",1,はずれ,0.9487,BaseModel,予測1
1995-10-20,"[4, 4, 9]","[9, 4, 4]",2,ボックス,1.0284,BaseModel,予測2
1995-10-20,"[1, 2, 4]","[9, 4, 4]",1,はずれ,0.9481,BaseModel,予測3
1995-10-20,"[0, 1, 2]","[9, 4, 4]",0,はずれ,0.9481,BaseModel,予測4
1995-10-20,"[1, 5, 8]","[9, 4, 4]",0,はずれ,0.9473,BaseModel,予測5
1995-10-24,"[1, 2, 5]","[9, 8, 8]",0,はずれ,0.9479,BaseModel,予測1
1995-10-24,"[2, 3, 7]","[9, 8, 8]",0,はずれ,0.9579,BaseModel,予測2
1995-10-24,"[0, 1, 2]","[9, 8, 8]",0,はずれ,0.9481,BaseModel,予測3
1995-10-24,"[1, 3, 8]","[9, 8, 8]",1,はずれ,0.9477,BaseModel,予測4
1995-10-27,"[3, 4, 6]","[5, 6, 2]",1,はずれ,0.9456,BaseModel,予測1
1995-10-27,"[2, 5, 6]","[5, 6, 2]",3,ボックス,1.0264,BaseModel,予測2
1995-10-27,"[2, 4, 7]","[5, 6, 2]",1,はずれ,0.9488,BaseModel,予測3
1995-10-27,"[0, 1, 3]","[5, 6, 2]",0,はずれ,0.9467,BaseModel,予測4
1995-10-27,"[7, 8, 9]","[5, 6, 2]",0,はずれ,0.9455,BaseModel,予測5
1995-10-31,"[3, 4, 7]","[5, 7, 1]",1,はずれ,0.9474,BaseModel,予測1
1995-10-31,"[1, 5, 7]","[5, 7, 1]",3,ボックス,1.0245,BaseModel,予測2
1995-10-31,"[0, 4, 9]","[5, 7, 1]",0,はずれ,0.9483,BaseModel,予測3
1995-10-31,"[0, 1, 2]","[5, 7, 1]",1,はずれ,0.9482,BaseModel,予測4
1995-10-31,"[2, 3, 7]","[5, 7, 1]",1,はずれ,0.5744,Unknown,予測5
1995-11-03,"[0, 3, 4]","[8, 9, 9]",0,はずれ,0.947,BaseModel,予測1
1995-11-03,"[4, 8, 9]","[8, 9, 9]",2,はずれ,0.9495,BaseModel,予測2
1995-11-03,"[3, 4, 9]","[8, 9, 9]",1,はずれ,0.9485,BaseModel,予測3
1995-11-03,"[0, 1, 3]","[8, 9, 9]",0,はずれ,0.9468,BaseModel,予測4
1995-11-03,"[3, 7, 8]","[8, 9, 9]",1,はずれ,0.9443,BaseModel,予測5
1995-11-07,"[1, 5, 7]","[9, 4, 5]",1,はずれ,0.9471,BaseModel,予測1
1995-11-07,"[4, 5, 9]","[9, 4, 5]",3,ボックス,1.0304,BaseModel,予測2
1995-11-07,"[2, 3, 4]","[9, 4, 5]",1,はずれ,0.9578,BaseModel,予測3
1995-11-07,"[1, 2, 7]","[9, 4, 5]",0,はずれ,0.9488,BaseModel,予測4
1995-11-07,"[1, 3, 4]","[9, 4, 5]",1,はずれ,0.947,BaseModel,予測5
1995-11-10,"[2, 7, 8]","[5, 6, 0]",0,はずれ,0.9508,BaseModel,予測1
1995-11-10,"[2, 3, 7]","[5, 6, 0]",0,はずれ,0.9588,BaseModel,予測2
1995-11-10,"[0, 2, 7]","[5, 6, 0]",1,はずれ,0.9488,BaseModel,予測3
1995-11-10,"[3, 7, 8]","[5, 6, 0]",0,はずれ,0.9444,BaseModel,予測4
1995-11-14,"[3, 7, 9]","[8, 2, 4]",0,はずれ,0.9491,BaseModel,予測1
1995-11-14,"[2, 4, 8]","[8, 2, 4]",3,ボックス,1.0353,BaseModel,予測2
1995-11-14,"[2, 4, 7]","[8, 2, 4]",2,はずれ,0.9589,BaseModel,予測3
1995-11-14,"[2, 7, 9]","[8, 2, 4]",1,はずれ,0.9513,BaseModel,予測4
1995-11-14,"[0, 1, 2]","[8, 2, 4]",1,はずれ,0.9484,BaseModel,予測5
1995-11-17,"[3, 6, 9]","[6, 1, 0]",1,はずれ,0.9481,BaseModel,予測1
1995-11-17,"[0, 1, 6]","[6, 1, 0]",3,ボックス,1.0225,BaseModel,予測2
1995-11-17,"[1, 3, 9]","[6, 1, 0]",1,はずれ,0.9486,BaseModel,予測3
1995-11-17,"[0, 5, 7]","[6, 1, 0]",1,はずれ,0.9474,BaseModel,予測4
1995-11-17,"[2, 6, 7]","[6, 1, 0]",1,はずれ,0.9442,BaseModel,予測5
1995-11-21,"[4, 5, 7]","[6, 1, 9]",0,はずれ,0.9477,BaseModel,予測1
1995-11-21,"[1, 6, 9]","[6, 1, 9]",3,ボックス,1.0293,BaseModel,予測2
1995-11-21,"[2, 4, 7]","[6, 1, 9]",0,はずれ,0.9591,BaseModel,予測3
1995-11-21,"[4, 7, 8]","[6, 1, 9]",0,はずれ,0.9489,BaseModel,予測4
1995-11-21,"[5, 7, 8]","[6, 1, 9]",0,はずれ,0.9445,BaseModel,予測5
1995-11-24,"[2, 7, 8]","[0, 8, 6]",1,はずれ,0.951,BaseModel,予測1
1995-11-24,"[0, 6, 8]","[0, 8, 6]",3,ボックス,1.0284,BaseModel,予測2
1995-11-24,"[2, 4, 7]","[0, 8, 6]",0,はずれ,0.9591,BaseModel,予測3
1995-11-24,"[3, 5, 8]","[0, 8, 6]",1,はずれ,0.9484,BaseModel,予測4
1995-11-24,"[3, 4, 7]","[0, 8, 6]",0,はずれ,0.9477,BaseModel,予測5
1995-11-28,"[4, 5, 7]","[0, 8, 2]",0,はずれ,0.9477,BaseModel,予測1
1995-11-28,"[0, 2, 8]","[0, 8, 2]",3,ボックス,1.0363,BaseModel,予測2
1995-11-28,"[2, 4, 7]","[0, 8, 2]",1,はずれ,0.9591,BaseModel,予測3
1995-11-28,"[1, 7, 9]","[0, 8, 2]",0,はずれ,0.9492,BaseModel,予測4
1995-11-28,"[0, 1, 2]","[0, 8, 2]",2,はずれ,0.9489,BaseModel,予測5
1995-12-01,"[3, 4, 6]","[2, 5, 4]",1,はずれ,0.947,BaseModel,予測1
1995-12-01,"[2, 4, 5]","[2, 5, 4]",3,ボックス,1.0324,BaseModel,予測2
1995-12-01,"[4, 7, 9]","[2, 5, 4]",1,はずれ,0.9592,BaseModel,予測3
1995-12-01,"[0, 1, 2]","[2, 5, 4]",1,はずれ,0.9491,BaseModel,予測4
1995-12-01,"[3, 5, 9]","[2, 5, 4]",1,はずれ,0.9489,BaseModel,予測5
1995-12-05,"[6, 8, 9]","[1, 9, 1]",1,はずれ,0.9506,BaseModel,予測1
1995-12-05,"[0, 7, 8]","[1, 9, 1]",0,はずれ,0.9589,BaseModel,予測2
1995-12-05,"[0, 1, 7]","[1, 9, 1]",1,はずれ,0.9477,BaseModel,予測3
1995-12-05,"[1, 4, 9]","[1, 9, 1]",2,はずれ,0.945,BaseModel,予測4
1995-12-05,"[3, 6, 8]","[1, 9, 1]",0,はずれ,0.944,BaseModel,予測5
1995-12-08,"[0, 4, 5]","[3, 8, 5]",1,はずれ,0.9478,BaseModel,予測1
1995-12-08,"[3, 5, 8]","[3, 8, 5]",3,ボックス,1.0313,BaseModel,予測2
1995-12-08,"[2, 4, 8]","[3, 8, 5]",1,はずれ,0.9514,BaseModel,予測3
1995-12-08,"[0, 1, 2]","[3, 8, 5]",0,はずれ,0.9494,BaseModel,予測4
1995-12-08,"[0, 1, 3]","[3, 8, 5]",1,はずれ,0.9476,BaseModel,予測5
1995-12-12,"[6, 7, 9]","[0, 5, 6]",1,はずれ,0.9489,BaseModel,予測1
1995-12-12,"[0, 5, 6]","[0, 5, 6]",3,ストレート,1.0263,BaseModel,予測2
1995-12-12,"[1, 2, 4]","[0, 5, 6]",0,はずれ,0.9593,BaseModel,予測3
1995-12-12,"[0, 2, 9]","[0, 5, 6]",1,はずれ,0.9517,BaseModel,予測4
1995-12-12,"[1, 5, 9]","[0, 5, 6]",1,はずれ,0.9452,BaseModel,予測5
1995-12-15,"[1, 4, 7]","[1, 6, 7]",2,はずれ,0.948,BaseModel,予測1
1995-12-15,"[2, 4, 8]","[1, 6, 7]",0,はずれ,0.9613,BaseModel,予測2
1995-12-15,"[0, 1, 2]","[1, 6, 7]",1,はずれ,0.9495,BaseModel,予測3
1995-12-15,"[1, 3, 8]","[1, 6, 7]",1,はずれ,0.949,BaseModel,予測4
1995-12-15,"[2, 3, 9]","[1, 6, 7]",0,はずれ,0.9467,BaseModel,予測5
1995-12-19,"[5, 8, 9]","[7, 4, 4]",0,はずれ,0.9515,BaseModel,予測1
1995-12-19,"[4, 4, 7]","[7, 4, 4]",2,ボックス,1.0294,BaseModel,予測2
1995-12-19,"[2, 4, 8]","[7, 4, 4]",1,はずれ,0.9613,BaseModel,予測3
1995-12-19,"[0, 1, 2]","[7, 4, 4]",0,はずれ,0.9503,BaseModel,予測4
1995-12-19,"[0, 3, 5]","[7, 4, 4]",0,はずれ,0.9479,BaseModel,予測5
1995-12-22,"[2, 5, 6]","[2, 0, 5]",2,はずれ,0.9491,BaseModel,予測1
1995-12-22,"[0, 2, 5]","[2, 0, 5]",3,ボックス,1.0343,BaseModel,予測2
1995-12-22,"[1, 2, 8]","[2, 0, 5]",1,はずれ,0.9613,BaseModel,予測3
1995-12-22,"[1, 5, 9]","[2, 0, 5]",1,はずれ,0.9503,BaseModel,予測4
1995-12-22,"[0, 1, 9]","[2, 0, 5]",1,はずれ,0.9503,BaseModel,予測5
1995-12-26,"[6, 7, 9]","[7, 7, 0]",1,はずれ,0.9493,BaseModel,予測1
1995-12-26,"[4, 7, 8]","[7, 7, 0]",1,はずれ,0.9595,BaseModel,予測2
1995-12-26,"[3, 4, 9]","[7, 7, 0]",0,はずれ,0.9503,BaseModel,予測3
1995-12-26,"[3, 6, 8]","[7, 7, 0]",0,はずれ,0.9486,BaseModel,予測4
1995-12-26,"[2, 6, 8]","[7, 7, 0]",0,はずれ,0.9462,BaseModel,予測5
1995-12-29,"[2, 4, 8]","[3, 6, 6]",0,はずれ,0.9518,BaseModel,予測1
1995-12-29,"[3, 6, 6]","[3, 6, 6]",2,ストレート,1.0253,BaseModel,予測2
1995-12-29,"[2, 6, 9]","[3, 6, 6]",1,はずれ,0.9514,BaseModel,予測3
1995-12-29,"[0, 1, 2]","[3, 6, 6]",0,はずれ,0.9506,BaseModel,予測4
1995-12-29,"[2, 3, 7]","[3, 6, 6]",1,はずれ,0.9457,BaseModel,予測5
1996-01-05,"[1, 2, 4]","[9, 5, 2]",1,はずれ,0.9506,BaseModel,予測1
1996-01-05,"[2, 5, 9]","[9, 5, 2]",3,ボックス,1.0395,BaseModel,予測2
1996-01-05,"[0, 2, 5]","[9, 5, 2]",2,はずれ,0.9507,BaseModel,予測3
1996-01-05,"[0, 1, 2]","[9, 5, 2]",1,はずれ,0.9506,BaseModel,予測4
1996-01-05,"[1, 4, 7]","[9, 5, 2]",0,はずれ,0.9487,BaseModel,予測5
1996-01-09,"[0, 4, 8]","[6, 3, 5]",0,はずれ,0.9504,BaseModel,予測1
1996-01-09,"[3, 5, 6]","[6, 3, 5]",3,ボックス,1.0284,BaseModel,予測2
1996-01-09,"[0, 4, 7]","[6, 3, 5]",0,はずれ,0.9587,BaseModel,予測3
1996-01-09,"[0, 1, 2]","[6, 3, 5]",0,はずれ,0.9507,BaseModel,予測4
1996-01-09,"[1, 4, 8]","[6, 3, 5]",0,はずれ,0.9495,BaseModel,予測5
1996-01-12,"[7, 8, 9]","[9, 5, 2]",1,はずれ,0.952,BaseModel,予測1
1996-01-12,"[2, 5, 9]","[9, 5, 2]",3,ボックス,1.0413,BaseModel,予測2
1996-01-12,"[2, 4, 7]","[9, 5, 2]",1,はずれ,0.9609,BaseModel,予測3
1996-01-12,"[0, 1, 2]","[9, 5, 2]",1,はずれ,0.9507,BaseModel,予測4
1996-01-12,"[1, 4, 8]","[9, 5, 2]",0,はずれ,0.9495,BaseModel,予測5
1996-01-16,"[1, 6, 7]","[6, 5, 0]",1,はずれ,0.9483,BaseModel,予測1
1996-01-16,"[0, 5, 6]","[6, 5, 0]",3,ボックス,1.0304,BaseModel,予測2
1996-01-16,"[1, 7, 8]","[6, 5, 0]",0,はずれ,0.9504,BaseModel,予測3
1996-01-16,"[0, 4, 8]","[6, 5, 0]",1,はずれ,0.9455,BaseModel,予測4
1996-01-16,"[3, 4, 8]","[6, 5, 0]",0,はずれ,0.9453,BaseModel,予測5
1996-01-19,"[1, 2, 4]","[4, 3, 9]",1,はずれ,0.9508,BaseModel,予測1
1996-01-19,"[3, 4, 9]","[4, 3, 9]",3,ボックス,1.0354,BaseModel,予測2
1996-01-19,"[2, 7, 8]","[4, 3, 9]",0,はずれ,0.962,BaseModel,予測3
1996-01-19,"[2, 3, 9]","[4, 3, 9]",2,ミニ,0.9523,BaseModel,予測4
1996-01-19,"[4, 6, 8]","[4, 3, 9]",1,はずれ,0.9452,BaseModel,予測5
1996-01-23,"[1, 6, 8]","[4, 5, 8]",1,はずれ,0.9492,BaseModel,予測1
1996-01-23,"[4, 5, 8]","[4, 5, 8]",3,ストレート,1.0355,BaseModel,予測2
1996-01-23,"[2, 5, 7]","[4, 5, 8]",1,はずれ,0.9613,BaseModel,予測3
